CompID,SiteID,DP,SubjectInDP,AnimalID,AnimalSpecies,AnimalStrain,AnimalAge,AnimalSex,AnimalWeight,MRvendor,MRfield,MRsequence,MRbrainregion,MRvoxelvolume,MRaverages,MRsoftwareversion,MRcoildetail,MRSsw,MRSnpts,MRSTE,MRSTR,MRSshimmethod,LW,SNR,SNR_LW_Ratio,CompCheck
"compMRS068","S03","DP09",4,"sub-04","Rat","Fischer-344",531,"F",307,"Bruker",9.4,"PRESS","Rhippocampus",12,256,"PV7.0.0","Tx: 86mm volume coil. Rx: 4ch array",4401.4,2048,8.61,2500,"MAPSHIM",28.2253433376908,35.7461579206211,1.26645608852125,"pass"
"compMRS069","S03","DP09",5,"sub-05","Rat","Fischer-344",532,"F",305,"Bruker",9.4,"PRESS","Rhippocampus",12,256,"PV7.0.0","Tx: 86mm volume coil. Rx: 4ch array",4401.4,2048,8.61,2500,"MAPSHIM",11.9268273578077,50.0959040156236,4.20027074365499,"pass"
"compMRS070","S03","DP09",6,"sub-06","Rat","Fischer-344",532,"F",308,"Bruker",9.4,"PRESS","Rhippocampus",12,256,"PV7.0.0","Tx: 86mm volume coil. Rx: 4ch array",4401.4,2048,8.61,2500,"MAPSHIM",59.4233221534025,24.4481806603381,0.411423996073875,"pass"
"compMRS071","S03","DP09",7,"sub-07","Rat","Fischer-344",561,"M",518,"Bruker",9.4,"PRESS","Rhippocampus",12,256,"PV7.0.0","Tx: 86mm volume coil. Rx: 4ch array",4401.4,2048,8.61,2500,"MAPSHIM",9.69961169478674,45.331288977655,4.67351584827043,"pass"
"compMRS072","S03","DP09",8,"sub-08","Rat","Fischer-344",561,"M",514,"Bruker",9.4,"PRESS","Rhippocampus",12,256,"PV7.0.0","Tx: 86mm volume coil. Rx: 4ch array",4401.4,2048,8.61,2500,"MAPSHIM",30.7131986623647,22.2351142608196,0.723959575336127,"pass"
"compMRS073","S06","DP10",1,"sub-01","Mouse","C57BL-6J",159,"F",NaN,"Bruker",9.4,"PRESS","Rhippocampus",4,256,"PV360 v3.5","",6060.6,2048,16.5,2500,"MAPSHIM",20.5897153869844,37.2053012151033,1.80698472590944,"pass"
"compMRS074","S06","DP10",2,"sub-02","Mouse","C57BL-6J",159,"F",NaN,"Bruker",9.4,"PRESS","Rhippocampus",4,256,"PV360 v3.5","",6060.6,2048,16.5,2500,"MAPSHIM",17.3034161850519,33.5657394457381,1.93983309924284,"pass"
"compMRS075","S06","DP10",3,"sub-03","Mouse","C57BL-6J",159,"F",NaN,"Bruker",9.4,"PRESS","Rhippocampus",4,256,"PV360 v3.5","",6060.6,2048,16.5,2500,"MAPSHIM",14.2685042073937,42.2370259474269,2.96015793481284,"pass"
"compMRS076","S06","DP10",4,"sub-04","Mouse","C57BL-6J",159,"F",NaN,"Bruker",9.4,"PRESS","Rhippocampus",4,256,"PV360 v3.5","",6060.6,2048,16.5,2500,"MAPSHIM",24.4648889307279,31.5963307858504,1.29149700516994,"pass"
"compMRS077","S06","DP10",5,"sub-05","Mouse","C57BL-6J",160,"F",NaN,"Bruker",9.4,"PRESS","Rhippocampus",4,256,"PV360 v3.5","",6060.6,2048,16.5,2500,"MAPSHIM",8.88322864510838,54.7427902204954,6.16248803306892,"pass"
"compMRS078","S06","DP10",6,"sub-06","Mouse","C57BL-6J",160,"F",NaN,"Bruker",9.4,"PRESS","Rhippocampus",4,256,"PV360 v3.5","",6060.6,2048,16.5,2500,"MAPSHIM",24.4813066167252,31.4739248779142,1.28563092528778,"pass"
"compMRS079","S06","DP10",7,"sub-07","Mouse","C57BL-6J",160,"F",NaN,"Bruker",9.4,"PRESS","Rhippocampus",4,256,"PV360 v3.5","",6060.6,2048,16.5,2500,"MAPSHIM",27.3224645243838,32.5640107090243,1.19184016800398,"pass"
"compMRS080","S06","DP10",8,"sub-08","Mouse","C57BL-6J",160,"F",NaN,"Bruker",9.4,"PRESS","Rhippocampus",4,256,"PV360 v3.5","",6060.6,2048,16.5,2500,"MAPSHIM",20.1407200158129,34.4307706257968,1.70951041466067,"pass"
"compMRS081","S07","DP11",1,"sub-01","Rat","Sprague Dawley",193,"",407,"Varian",9.4,"SPECIAL","Lhippocampus",22.5,320,"VNMRJ 1.1D","",5000,2048,3,4000,"FASTMAP-FASTESTMAP",10.9062779138284,84.8727575513509,7.78200942814211,"pass"
"compMRS082","S07","DP11",2,"sub-02","Rat","Sprague Dawley",175,"",409,"Varian",9.4,"SPECIAL","Lhippocampus",22.5,320,"VNMRJ 1.1D","",5000,2048,3,4000,"FASTMAP-FASTESTMAP",12.234339195778,79.6178258985214,6.50773406102696,"pass"
"compMRS083","S07","DP11",3,"sub-03","Rat","Sprague Dawley",165,"",523,"Varian",9.4,"SPECIAL","Lhippocampus",22.5,320,"VNMRJ 1.1D","",5000,2048,3,4000,"FASTMAP-FASTESTMAP",9.78827381083143,67.6679931213864,6.91316920931522,"pass"
"compMRS084","S07","DP11",4,"sub-04","Rat","Sprague Dawley",202,"",473,"Varian",9.4,"SPECIAL","Lhippocampus",22.5,320,"VNMRJ 1.1D","",5000,2048,3,4000,"FASTMAP-FASTESTMAP",11.957808889312,123.733555024058,10.3475106659926,"pass"
"compMRS085","S07","DP11",5,"sub-05","Rat","Sprague Dawley",224,"",428,"Varian",9.4,"SPECIAL","Lhippocampus",22.5,320,"VNMRJ 1.1D","",5000,2048,3,4000,"FASTMAP-FASTESTMAP",12.6708418876392,124.374077939678,9.81577065222547,"pass"
"compMRS086","S07","DP11",6,"sub-06","Rat","Sprague Dawley",234,"",500,"Varian",9.4,"SPECIAL","Lhippocampus",22.5,320,"VNMRJ 1.1D","",5000,2048,3,4000,"FASTMAP-FASTESTMAP",9.99607963676911,166.99274040437,16.7058233299895,"pass"
"compMRS087","S07","DP11",7,"sub-07","Rat","Sprague Dawley",185,"",487,"Varian",9.4,"SPECIAL","Lhippocampus",22.5,320,"VNMRJ 1.1D","",5000,2048,3,4000,"FASTMAP-FASTESTMAP",14.1727921482354,113.580924130296,8.01401184342052,"pass"
"compMRS088","S07","DP11",8,"sub-08","Rat","Sprague Dawley",242,"",478,"Varian",9.4,"SPECIAL","Lhippocampus",22.5,320,"VNMRJ 1.1D","",5000,2048,3,4000,"FASTMAP-FASTESTMAP",21.7518310733845,120.762104191111,5.55181326039608,"pass"
"compMRS089","S07","DP12",1,"sub-01","Mouse","C57BL-6",NaN,"",46,"Varian",9.4,"SPECIAL","Lhippocampus",5.808,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",22.655883438073,56.0719047044572,2.47493790554329,"pass"
"compMRS090","S07","DP12",2,"sub-02","Mouse","C57BL-6",NaN,"",47,"Varian",9.4,"SPECIAL","Lhippocampus",5.808,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",15.1682569695698,85.2789407219096,5.62219778402977,"pass"
"compMRS091","S07","DP12",3,"sub-03","Mouse","C57BL-6",NaN,"",45,"Varian",9.4,"SPECIAL","Lhippocampus",5.808,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",13.2279885228047,89.7079111433193,6.78167440111284,"pass"
"compMRS092","S07","DP12",4,"sub-04","Mouse","C57BL-6",NaN,"",35,"Varian",9.4,"SPECIAL","Lhippocampus",5.808,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",11.9224952324457,101.086786993483,8.47866029909472,"pass"
"compMRS093","S07","DP12",5,"sub-05","Mouse","C57BL-6",NaN,"",49,"Varian",9.4,"SPECIAL","Lhippocampus",5.808,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",15.9111577519451,86.9351609926272,5.46378600149319,"pass"
"compMRS094","S07","DP12",6,"sub-06","Mouse","C57BL-6",NaN,"",50,"Varian",9.4,"SPECIAL","Lhippocampus",5.808,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",12.7560084842535,74.3340676503043,5.8273767802887,"pass"
"compMRS095","S07","DP12",7,"sub-07","Mouse","C57BL-6",NaN,"",34,"Varian",9.4,"SPECIAL","Lhippocampus",5.808,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",19.8300613439719,58.039053416096,2.92682167792381,"pass"
"compMRS096","S07","DP12",8,"sub-08","Mouse","C57BL-6",NaN,"",43,"Varian",9.4,"SPECIAL","Lhippocampus",5.808,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",24.6928933611211,61.9848486715336,2.51023028225314,"pass"
"compMRS097","S07","DP13",1,"sub-01","Mouse","C57BL-6",201,"",30,"Varian",9.4,"SPECIAL","Lhippocampus",5.28,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",11.8575725685122,64.9701821391283,5.4792143808301,"pass"
"compMRS098","S07","DP13",2,"sub-02","Mouse","C57BL-6",201,"",31,"Varian",9.4,"SPECIAL","Lhippocampus",5.28,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",16.9861804949273,77.3414605553358,4.55319903014293,"pass"
"compMRS099","S07","DP13",3,"sub-03","Mouse","C57BL-6",201,"",33,"Varian",9.4,"SPECIAL","Lhippocampus",5.28,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",14.8787815689997,72.1188293027596,4.84709241602288,"pass"
"compMRS100","S07","DP13",4,"sub-04","Mouse","C57BL-6",201,"",33,"Varian",9.4,"SPECIAL","Lhippocampus",5.28,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",21.5482220079501,55.07781467372,2.55602595209012,"pass"
"compMRS101","S07","DP13",5,"sub-05","Mouse","C57BL-6",201,"",32,"Varian",9.4,"SPECIAL","Lhippocampus",5.28,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",13.2399602626006,50.3820891435387,3.80530516287537,"pass"
"compMRS102","S07","DP13",6,"sub-06","Mouse","C57BL-6",201,"",35,"Varian",9.4,"SPECIAL","Lhippocampus",5.28,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",19.2359751936097,54.4989826216653,2.83318012594288,"pass"
"compMRS103","S07","DP13",7,"sub-07","Mouse","C57BL-6",201,"",37,"Varian",9.4,"SPECIAL","Lhippocampus",5.28,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",16.2377408285566,58.0535813678043,3.57522527183757,"pass"
"compMRS104","S07","DP13",8,"sub-08","Mouse","C57BL-6",201,"",34,"Varian",9.4,"SPECIAL","Lhippocampus",5.28,480,"VNMRJ 1.1D","",4159.733777,2048,3,4000,"FASTMAP-FASTESTMAP",12.421579126088,78.0740409682719,6.28535552330054,"pass"
"compMRS105","S08","DP14",1,"sub-01","Mouse","C57BL-6",153,"M",33.1,"Bruker",7,"STEAM","Lstriatum",8,256,"PV6.0","",3301.06,2048,3,2500,"MAPSHIM",45.0205194604239,30.8514089587843,0.685274388846287,"pass"
"compMRS106","S08","DP14",2,"sub-02","Mouse","C57BL-6",154,"M",34.1,"Bruker",7,"STEAM","Lstriatum",8,256,"PV6.0","",3301.06,2048,3,2500,"MAPSHIM",46.8217009168412,33.8131895370047,0.722169183837627,"pass"
"compMRS107","S08","DP14",3,"sub-03","Mouse","C57BL-6",155,"M",35.8,"Bruker",7,"STEAM","Lstriatum",8,256,"PV6.0","",3301.06,2048,3,2500,"MAPSHIM",43.1176732932931,34.347890859514,0.796608170989987,"pass"
"compMRS108","S08","DP14",4,"sub-04","Mouse","C57BL-6",155,"M",31.7,"Bruker",7,"STEAM","Lstriatum",8,256,"PV6.0","",3301.06,2048,3,2500,"MAPSHIM",27.1034045001741,48.9915797656065,1.80758028997028,"pass"
"compMRS109","S08","DP14",5,"sub-05","Mouse","C57BL-6",155,"M",31,"Bruker",7,"STEAM","Lstriatum",8,256,"PV6.0","",3301.06,2048,3,2500,"MAPSHIM",32.7812976328456,44.0720572195832,1.34442686537902,"pass"
"compMRS110","S08","DP14",6,"sub-06","Mouse","C57BL-6",156,"M",34.8,"Bruker",7,"STEAM","Lstriatum",8,256,"PV6.0","",3301.06,2048,3,2500,"MAPSHIM",39.8897763220711,41.0895917560131,1.03007826928521,"pass"
"compMRS111","S08","DP14",7,"sub-07","Mouse","C57BL-6",156,"M",31.8,"Bruker",7,"STEAM","Lstriatum",8,256,"PV6.0","",3301.06,2048,3,2500,"MAPSHIM",56.9340710748689,18.2549449483246,0.32063305159259,"pass"
"compMRS112","S08","DP14",8,"sub-08","Mouse","C57BL-6",159,"M",32.7,"Bruker",7,"STEAM","Lstriatum",8,256,"PV6.0","",3301.06,2048,3,2500,"MAPSHIM",17.800363306435,41.217476102337,2.31554128378023,"pass"
"compMRS113","S09","DP15",1,"sub-01","Mouse","C57BL-6",137,"M",25.6,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV6.01","Tx: 86mm volume coil. Rx: 4ch array",3004.8,2048,32,4000,"MAPSHIM",14.435175843726,47.1192630771757,3.26419737364372,"pass"
"compMRS114","S09","DP15",2,"sub-02","Mouse","C57BL-6",142,"M",29.2,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV6.01","Tx: 86mm volume coil. Rx: 4ch array",3004.8,2048,32,4000,"MAPSHIM",12.3545100304837,40.072556522081,3.24355692157807,"pass"
"compMRS115","S09","DP15",3,"sub-03","Mouse","C57BL-6",142,"M",29.2,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV6.01","Tx: 86mm volume coil. Rx: 4ch array",3004.8,2048,32,4000,"MAPSHIM",17.524307852374,19.0201117464394,1.08535594710309,"pass"
"compMRS116","S09","DP15",4,"sub-04","Mouse","C57BL-6",56,"M",34.5,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV6.01","Tx: 86mm volume coil. Rx: 4ch array",3004.8,2048,32,4000,"MAPSHIM",12.6609568227159,37.9647359030066,2.9985676781467,"pass"
"compMRS117","S09","DP15",5,"sub-05","Mouse","C57BL-6",144,"M",29.1,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV6.01","Tx: 86mm volume coil. Rx: 4ch array",3004.8,2048,32,4000,"MAPSHIM",10.6752713146809,40.6526029707262,3.80810958076726,"pass"
"compMRS118","S09","DP15",6,"sub-06","Mouse","C57BL-6",144,"M",33,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV6.01","Tx: 86mm volume coil. Rx: 4ch array",3004.8,2048,32,4000,"MAPSHIM",13.9136253986718,27.7713200330029,1.9959801444456,"pass"
"compMRS119","S09","DP15",7,"sub-07","Mouse","C57BL-6",147,"M",33.6,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV6.01","Tx: 86mm volume coil. Rx: 4ch array",3004.8,2048,32,4000,"MAPSHIM",14.0018141987515,24.9925037646663,1.78494753679097,"pass"
"compMRS120","S09","DP15",8,"sub-08","Mouse","C57BL-6",147,"M",33.5,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV6.01","Tx: 86mm volume coil. Rx: 4ch array",3004.8,2048,32,4000,"MAPSHIM",11.6984163530496,28.5200515667966,2.43794123119596,"pass"
"compMRS121","S09","DP16",1,"sub-01","Mouse","C57BL-6",261,"M",31.7,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV7.0","",3004.8,2048,32,4000,"MAPSHIM",13.1189146716895,18.7463364718839,1.42895482904073,"pass"
"compMRS122","S09","DP16",2,"sub-02","Mouse","C57BL-6",262,"M",40.9,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV7.0","",3004.8,2048,32,4000,"MAPSHIM",NaN,NaN,NaN,"fail"
"compMRS123","S09","DP16",3,"sub-03","Mouse","C57BL-6",210,"M",39,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV7.0","",3004.8,2048,32,4000,"MAPSHIM",12.7765763250048,13.8081018635072,1.08073567693433,"pass"
"compMRS124","S09","DP16",4,"sub-04","Mouse","C57BL-6",157,"M",36.3,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV7.0","",3004.8,2048,32,4000,"MAPSHIM",12.0700423783584,20.8875880904426,1.73053146258162,"pass"
"compMRS125","S09","DP16",5,"sub-05","Mouse","C57BL-6",84,"M",32,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV7.0","",3004.8,2048,32,4000,"MAPSHIM",9.94889433023778,19.1849909696983,1.92835407964774,"pass"
"compMRS126","S09","DP16",6,"sub-06","Mouse","C57BL-6",158,"M",30,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV7.0","",3004.8,2048,32,4000,"MAPSHIM",10.6823335493383,17.2062778805508,1.61072276961589,"pass"
"compMRS127","S09","DP16",7,"sub-07","Mouse","C57BL-6",158,"M",33.3,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV7.0","",3004.8,2048,32,4000,"MAPSHIM",12.8234968505201,16.9194806562505,1.31941239222625,"pass"
"compMRS128","S09","DP16",8,"sub-08","Mouse","C57BL-6",158,"M",33.6,"Bruker",7,"sLASER","Rhippocampus",9.152,512,"PV7.0","",3004.8,2048,32,4000,"MAPSHIM",12.7102795227066,21.4163004993313,1.68495904917525,"pass"
"compMRS129","S10","DP17",1,"sub-01","Mouse","BALB-c",70,"F",23,"Bruker",15.2,"PRESS","Lhippocampus",1.44,128,"PV7.0.0","Tx: 44mm volume coil. Rx: 4ch array, 11.5mm curved elements",7142.86,4096,16.5,4000,"MAPSHIM",NaN,NaN,NaN,"pass"
"compMRS130","S10","DP17",2,"sub-02","Mouse","BALB-c",68,"F",22,"Bruker",15.2,"PRESS","Rhippocampus",1.44,128,"PV7.0.0","Tx: 44mm volume coil. Rx: 4ch array, 11.5mm curved elements",7142.86,4096,16.5,4000,"MAPSHIM",NaN,NaN,NaN,"pass"
"compMRS131","S10","DP17",3,"sub-03","Mouse","BALB-c",68,"F",21,"Bruker",15.2,"PRESS","Rhippocampus",1.44,128,"PV7.0.0","Tx: 44mm volume coil. Rx: 4ch array, 11.5mm curved elements",7142.86,4096,16.5,4000,"MAPSHIM",NaN,NaN,NaN,"pass"
"compMRS132","S10","DP17",4,"sub-04","Mouse","BALB-c",146,"F",26,"Bruker",15.2,"PRESS","Rhippocampus",1.44,128,"PV7.0.0","Tx: 44mm volume coil. Rx: 4ch array, 11.5mm curved elements",7142.86,4096,16.5,4000,"MAPSHIM",NaN,NaN,NaN,"pass"
"compMRS133","S10","DP17",5,"sub-05","Mouse","BALB-c",76,"F",20,"Bruker",15.2,"PRESS","Rhippocampus",1.44,128,"PV7.0.0","Tx: 44mm volume coil. Rx: 4ch array, 11.5mm curved elements",7142.86,4096,16.5,4000,"MAPSHIM",NaN,NaN,NaN,"pass"
"compMRS134","S10","DP17",6,"sub-06","Mouse","BALB-c",76,"F",20,"Bruker",15.2,"PRESS","Rhippocampus",1.44,128,"PV7.0.0","Tx: 44mm volume coil. Rx: 4ch array, 11.5mm curved elements",7142.86,4096,16.5,4000,"MAPSHIM",NaN,NaN,NaN,"pass"
"compMRS135","S10","DP17",7,"sub-07","Mouse","BALB-c",76,"F",22,"Bruker",15.2,"PRESS","Rhippocampus",1.44,128,"PV7.0.0","Tx: 44mm volume coil. Rx: 4ch array, 11.5mm curved elements",7142.86,4096,16.5,4000,"MAPSHIM",NaN,NaN,NaN,"pass"
"compMRS136","S10","DP17",8,"sub-08","Mouse","BALB-c",68,"F",24,"Bruker",15.2,"PRESS","Rhippocampus",1.44,128,"PV7.0.0","Tx: 44mm volume coil. Rx: 4ch array, 11.5mm curved elements",7142.86,4096,16.5,4000,"MAPSHIM",NaN,NaN,NaN,"pass"
"compMRS137","S11","DP18",1,"sub-01","Mouse","129S6",540,"F",24.6,"Bruker",9.4,"LASER","Rhippocampus",4.32,128,"PV6.0.1","",8000,2048,20.5,4000,"MAPSHIM",7.82565959391227,57.7057718403195,7.37391796152365,"pass"
"compMRS138","S11","DP18",2,"sub-02","Mouse","129S6",540,"F",NaN,"Bruker",9.4,"LASER","Rhippocampus",4.32,128,"PV6.0.1","",8000,2048,20.5,4000,"MAPSHIM",7.65112709039705,59.4347820041752,7.7681080580627,"pass"
"compMRS139","S11","DP18",3,"sub-03","Mouse","129S6",540,"F",33.4,"Bruker",9.4,"LASER","Rhippocampus",4.32,128,"PV6.0.1","",8000,2048,20.5,4000,"MAPSHIM",6.88988555629837,65.6969636761352,9.53527647728176,"pass"
